typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","40","AUT","Austria","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","345.65","true","-1","N/A","0","false","345.65","true","274","false",,"12797.994","12797.994","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","48","BHR","Bahrain","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1.887","true","-1","N/A","0","false","1.887","true","188.8","false",,"69.861","69.861","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","56","BEL","Belgium","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14539.023","true","-1","N/A","0","false","14539.023","true","45340.24","false",,"538319.514","538319.514","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","76","BRA","Brazil","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4192.824","true","-1","N/A","0","false","4192.824","true","20346.7","false",,"155242.813","155242.813","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","90","SLB","Solomon Isds","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","652.226","true","-1","N/A","0","false","652.226","true","440.89","false",,"24149.199","24149.199","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","116","KHM","Cambodia","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6.147","true","-1","N/A","0","false","6.147","true","2.83","false",,"227.61","227.61","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","124","CAN","Canada","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","28066.049","true","-1","N/A","0","false","28066.049","true","4200.91","false",,"1039169.008","1039169.008","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","144","LKA","Sri Lanka","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3.997","true","-1","N/A","0","false","3.997","true","13.35","false",,"147.984","147.984","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","152","CHL","Chile","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3648.734","true","-1","N/A","0","false","3648.734","true","2019.62","false",,"135097.447","135097.447","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","156","CHN","China","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8460.612","true","-1","N/A","0","false","8460.612","true","65900.53","false",,"313261.267","313261.267","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","166","CCK","Cocos Isds","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1772.987","true","-1","N/A","0","false","1772.987","true","141","false",,"65646.339","65646.339","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","170","COL","Colombia","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","135.099","true","-1","N/A","0","false","135.099","true","20","false",,"5002.162","5002.162","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","180","COD","Dem. Rep. of the Congo","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","79.55","true","-1","N/A","0","false","79.55","true","19","false",,"2945.409","2945.409","6","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","184","COK","Cook Isds","0","W00","World","H5","HS","true","841290","Engines; parts, for engines and motors of heading no. 8412","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","362.49","true","-1","N/A","0","false","362.49","true","290","false",,"13421.48","13421.48","6","false","true",
